user_id|movie_id|rating|persona
347|416|3|22
109|69|4|5
296|948|1|6
28|143|4|11
351|340|1|2
59|760|2|20
318|503|4|7
181|335|1|21
48|654|5|3
94|693|4|5
215|450|2|3
82|518|4|3
155|325|2|2
303|318|5|5
23|28|3|4
1|81|5|4
303|416|3|5
320|472|3|22
57|410|3|21
305|192|2|19
293|144|4|20
13|387|3|5
327|215|4|19
327|886|2|19
299|367|4|19
9|286|5|6
111|326|3|2
246|451|2|22
260|1025|5|2
293|239|3|20
305|151|4|19
116|1253|2|12
124|166|5|4
161|213|2|3
198|15|3|4
313|132|5|3
268|717|1|22
113|100|4|21
42|281|3|5
234|709|4|10
128|609|4|20
293|1101|3|20
156|64|3|3
194|808|2|20
25|455|4|4
282|258|5|2
327|82|2|19
64|56|5|4
201|276|5|19
314|126|2|5
325|177|5|3
136|747|4|8
181|1318|1|21
280|265|4|5
271|283|4|3
262|405|2|5
6|205|3|6
308|283|3|20
6|133|4|6
130|158|5|22
85|289|3|10
239|530|5|10
122|553|3|7
7|530|5|5
334|59|5|19
18|14|5|10
95|132|3|20
313|670|3|3
279|412|3|22
184|462|4|7
102|685|3|9
271|732|4|3
10|64|4|3
164|125|5|21
276|230|4|5
216|367|3|13
49|628|4|19
141|50|4|0
114|191|3|3
82|127|2|3
207|1378|3|13
55|56|4|18
89|221|1|7
334|474|3|19
160|21|1|6
311|326|2|20
286|191|4|5
23|177|4|4
32|100|3|0
332|156|4|22
236|478|3|3
251|50|5|18
7|489|3|5
59|134|5|20
43|117|4|4
99|258|5|13
295|153|5|20
1|78|1|4
6|70|3|6
13|894|1|5
279|753|2|22
11|735|3|7
92|778|4|22
257|151|4|8
23|705|4|4
320|411|3|22
288|202|5|3
234|921|4|10
358|469|4|19
13|341|2|5
343|275|5|7
326|646|2|3
256|172|3|22
90|272|5|10
294|118|3|21
321|30|4|10
339|133|4|3
205|289|4|2
236|307|4|3
244|747|4|13
303|194|5|5
6|481|5|6
236|204|3|3
90|269|5|10
181|319|3|21
193|268|3|5
159|451|5|0
312|675|5|10
234|79|3|10
214|7|5|6
303|480|4|5
7|657|4|5
305|806|3|19
18|89|3|10
181|676|3|21
180|421|5|4
119|272|5|21
160|432|3|6
227|244|3|17
189|1098|4|10
291|1253|3|22
54|327|5|21
95|417|3|20
318|239|4|7
303|506|4|5
340|405|5|20
62|306|4|4
279|702|4|22
181|742|4|21
197|187|5|9
10|702|3|3
296|279|4|6
269|179|4|19
5|422|4|5
58|663|2|19
343|20|5|7
270|441|5|17
312|1124|4|10
310|748|3|17
236|735|5|3
13|452|3|5
291|470|3|22
92|281|3|22
295|412|2|20
346|245|4|9
46|127|5|12
62|100|4|4
343|12|5|7
103|300|3|18
174|369|1|14
85|566|3|10
217|554|3|9
31|504|5|6
82|476|3|3
91|265|5|3
48|202|4|3
130|3|5|22
83|22|5|16
59|188|4|20
236|661|3|3
152|255|5|14
352|55|1|9
262|790|3|5
326|503|3|3
145|200|4|22
216|172|4|13
233|57|5|3
314|1520|3|5
131|313|5|8
307|427|3|4
360|334|4|1
292|124|4|6
152|1028|5|14
314|268|5|5
160|175|4|6
277|117|4|0
318|49|3|7
354|694|5|7
294|250|5|21
264|1270|2|15
276|249|4|5
222|1089|1|5
218|504|3|15
56|623|3|5
13|25|1|5
13|632|3|5
292|151|5|6
130|374|4|22
24|508|4|13
318|384|3|7
93|275|4|0
7|142|3|5
144|293|4|13
308|1046|4|20
78|269|3|21
276|228|4|5
142|895|4|4
234|294|3|10
234|1123|3|10
87|1190|4|5
286|790|1|5
318|934|4|7
215|474|4|3
68|1047|1|0
7|423|5|5
110|204|3|5
346|62|3|9
72|181|1|3
303|160|4|5
200|357|5|5
262|845|4|5
235|474|5|10
326|526|5|3
125|949|3|15
7|156|5|5
347|79|5|22
13|416|3|5
127|227|4|18
13|502|5|5
308|490|4|20
222|672|1|5
251|132|5|18
109|742|5|5
97|655|5|3
222|94|3|5
303|234|5|5
295|1459|5|20
325|143|1|3
186|742|3|9
68|1028|4|0
15|696|2|21
256|662|2|22
28|271|4|11
49|129|2|19
127|300|5|18
102|326|3|9
144|900|4|13
314|204|5|5
293|153|4|20
79|286|5|8
315|302|5|6
181|1202|1|21
23|188|3|4
83|323|4|16
59|48|5|20
294|7|4|21
257|307|4|8
49|3|3|19
56|98|4|5
43|225|2|4
280|125|2|5
346|4|4|9
292|429|5|6
151|1065|3|10
178|849|3|9
145|281|4|22
327|90|3|19
130|183|5|22
213|11|4|4
42|451|2|5
268|1059|3|22
279|727|3|22
18|194|3|10
312|57|5|10
69|109|3|13
112|306|5|2
308|170|3|20
325|474|5|3
314|785|3|5
327|949|4|19
94|829|2|5
222|419|2|5
42|25|3|5
296|685|4|6
189|274|4|10
280|381|3|5
144|22|5|13
109|245|3|5
119|658|5|21
172|697|3|10
18|515|5|10
222|364|1|5
87|393|4|5
244|208|5|13
363|391|2|19
332|148|5|22
272|474|5|3
95|523|4|20
102|183|4|9
294|299|3|21
27|925|3|0
164|984|4|21
121|9|5|7
340|204|4|20
115|530|5|13
334|72|3|19
268|31|4|22
60|514|4|10
145|637|3|22
90|6|4|10
344|508|4|4
98|70|3|15
279|1000|4|22
279|390|3|22
157|407|4|0
334|289|3|19
307|527|5|4
327|237|4|19
308|116|4|20
211|687|2|1
189|173|5|10
271|200|5|3
342|1007|4|19
328|188|5|9
144|204|2|13
43|298|4|4
268|826|1|22
149|269|5|2
92|252|4|22
339|214|3|3
18|286|5|10
169|181|5|1
189|281|2|10
254|238|3|5
250|1014|4|4
130|946|4|22
172|657|3|10
10|615|4|3
216|95|3|13
95|24|3|20
360|116|3|1
301|692|3|22
345|121|3|7
164|245|5|21
323|744|5|13
264|558|5|15
197|340|2|9
237|28|4|3
196|306|4|15
179|305|4|2
342|132|5|19
56|82|4|5
346|187|3|9
118|547|5|6
332|1150|3|22
250|742|3|4
193|871|3|5
293|447|4|20
348|928|5|0
339|12|5|3
292|343|2|6
209|349|2|17
23|99|4|4
49|258|2|19
234|490|4|10
201|447|5|19
43|501|4|4
290|550|3|4
276|290|4|5
346|322|3|9
292|252|3|6
363|405|4|19
355|300|4|2
351|879|5|2
211|263|3|1
332|696|3|22
118|185|5|6
308|483|3|20
100|689|3|2
241|880|5|2
253|566|4|4
292|919|5|6
334|207|4|19
223|255|4|21
313|174|4|3
244|1098|5|13
299|501|3|19
328|284|3|9
18|71|4|10
232|471|3|3
311|174|5|20
7|608|4|5
201|708|4|19
345|285|5|7
184|1136|4|7
130|49|4|22
232|22|3|3
46|288|2|12
213|151|5|4
210|216|4|3
75|475|5|0
90|323|3|10
14|7|5|17
1|212|4|4
272|772|2|3
332|1016|5|22
117|597|4|22
184|287|4|7
79|813|5|8
10|200|5|3
119|144|4|21
158|277|4|9
59|570|4|20
322|185|5|6
129|995|2|2
42|692|4|5
298|496|5|3
318|481|4|7
293|134|5|20
60|1126|4|10
285|538|5|12
345|919|2|7
72|70|4|3
342|25|2|19
94|31|4|5
223|717|1|21
339|190|4|3
130|346|4|22
218|265|3|15
362|333|5|2
334|450|1|19
176|751|1|21
145|1212|2|22
189|815|3|10
60|485|4|10
293|257|2|20
306|100|4|8
308|319|4|20
130|53|3|22
320|501|3|22
321|1194|5|10
155|319|3|2
338|310|3|10
214|325|3|6
49|418|3|19
57|1028|3|21
236|185|5|3
138|617|4|3
232|173|4|3
331|100|4|6
297|157|2|4
95|88|4|20
268|333|4|22
58|156|5|19
299|378|3|19
294|327|3|21
286|1091|4|5
234|601|3|10
207|156|2|13
269|492|4|19
357|284|4|0
255|53|3|11
92|717|3|22
13|161|5|5
65|197|5|7
17|237|2|0
167|698|4|10
313|609|3|3
42|99|5|5
65|210|4|7
303|366|3|5
233|98|5|3
354|86|5|7
268|1090|2|22
7|226|5|5
81|7|4|0
323|886|3|13
119|87|5|21
299|418|4|19
174|456|1|14
8|89|4|9
79|900|4|8
232|215|3|3
271|338|1|3
356|313|5|2
177|271|2|13
181|458|3|21
6|151|3|6
363|1495|5|19
117|751|5|22
306|744|4|8
90|494|5|10
117|368|3|22
181|1386|1|21
233|418|4|3
44|542|3|4
13|303|4|5
127|243|5|18
92|561|3|22
236|864|2|3
234|660|4|10
363|1168|2|19
177|150|4|13
117|121|4|22
301|514|3|22
194|1|4|20
276|496|4|5
221|1210|3|13
363|673|2|19
218|516|5|15
85|414|4|10
60|498|5|10
188|233|3|9
144|960|2|13
184|88|3|7
83|412|1|16
194|631|2|20
11|751|2|7
178|1051|3|9
318|1023|2|7
328|132|5|9
142|28|4|4
293|657|4|20
13|437|1|5
246|231|1|22
346|727|1|9
323|199|4|13
194|510|4|20
99|123|3|13
280|483|4|5
314|1276|4|5
305|943|2|19
106|923|4|7
174|383|1|14
62|955|4|4
10|223|5|3
234|526|3|10
92|660|4|22
361|273|3|6
1|143|1|4
332|258|5|22
286|559|4|5
308|805|4|20
326|448|3|3
323|22|5|13
365|301|5|21
23|315|3|4
256|783|4|22
3|334|3|2
195|99|3|19
236|223|5|3
38|389|5|16
95|505|3|20
351|873|3|2
271|83|4|3
297|250|1|4
91|351|4|3
119|472|4|21
42|1051|4|5
270|703|4|17
311|526|5|20
94|562|3|5
352|746|4|9
350|174|5|3
233|286|3|3
250|1|4|4
154|806|4|6
255|569|1|11
229|875|1|2
332|1013|3|22
58|237|4|19
320|976|2|22
307|169|5|4
110|794|3|5
244|818|2|13
330|596|5|4
343|474|5|7
59|25|4|20
64|173|5|4
280|934|2|5
283|627|4|15
314|120|3|5
336|13|3|15
312|587|3|10
222|411|3|5
181|933|1|21
270|741|5|17
59|65|4|20
174|63|4|14
313|44|3|3
264|208|5|15
59|382|4|20
301|511|4|22
341|877|3|2
60|1124|4|10
303|849|3|5
1|151|4|4
13|786|3|5
56|94|4|5
59|175|4|20
58|246|5|19
234|95|3|10
365|15|3|21
164|148|5|21
194|202|3|20
151|425|4|10
83|1043|3|16
116|180|5|12
49|347|3|19
233|644|5|3
102|271|2|9
144|285|4|13
71|475|5|6
145|1077|3|22
299|742|4|19
263|79|4|3
276|631|3|5
308|968|4|20
1|51|4|4
269|435|3|19
95|736|4|20
311|708|5|20
244|90|4|13
313|318|4|3
258|310|5|2
123|485|5|6
334|183|4|19
130|743|2|22
269|64|4|19
328|451|4|9
43|300|5|4
130|12|4|22
90|185|5|10
12|132|5|5
189|216|5|10
207|135|2|13
315|55|5|6
5|139|3|5
195|469|3|19
88|302|3|2
153|678|2|1
148|1012|4|4
270|155|5|17
218|273|4|15
145|674|4|22
223|369|1|21
222|4|3|5
128|785|2|20
192|127|4|0
228|651|4|12
354|191|4|7
328|82|4|9
344|716|3|4
38|450|1|16
269|137|4|19
248|55|4|4
310|304|5|17
13|612|4|5
130|335|3|22
62|774|1|4
135|77|4|11
294|264|2|21
89|813|5|7
194|433|3|20
94|39|3|5
318|396|1|7
151|223|5|10
181|1120|1|21
312|234|5|10
177|175|5|13
297|50|5|4
313|162|3|3
275|89|3|9
293|202|3|20
330|465|5|4
323|100|4|13
135|566|3|11
229|358|1|2
288|900|5|3
295|1221|5|20
162|151|3|21
87|55|4|5
128|378|5|20
268|267|3|22
282|302|5|2
361|222|2|6
280|286|4|5
334|276|4|19
361|387|3|6
87|385|5|5
344|175|5|4
312|481|5|10
130|1047|5|22
357|222|5|0
190|118|3|21
308|192|5|20
106|8|4|7
357|928|4|0
320|678|3|22
217|117|4|9
216|764|2|13
230|633|4|4
263|82|4|3
233|495|4|3
314|672|5|5
204|310|1|12
279|240|4|22
188|195|3|9
177|179|5|13
181|330|1|21
184|458|3|7
86|872|3|2
79|313|2|8
53|181|4|21
125|204|5|15
326|528|3|3
276|747|4|5
238|300|4|0
39|333|4|2
201|175|2|19
276|746|4|5
13|334|1|5
117|12|5|22
301|651|5|22
280|790|4|5
3|350|3|2
345|956|4|7
174|393|4|14
181|866|1|21
290|158|5|4
360|238|4|1
247|257|4|17
162|117|4|21
43|336|4|4
258|311|4|2
348|819|4|0
191|328|3|2
215|483|4|3
184|665|2|7
114|157|2|3
184|52|4|7
49|821|1|19
233|212|5|3
345|173|5|7
55|1089|1|18
293|99|3|20
13|353|4|5
99|196|4|13
49|325|3|19
367|1012|4|11
123|127|5|6
194|383|1|20
141|825|4|0
323|150|4|13
279|1180|2|22
330|575|4|4
109|1244|3|5
177|318|4|13
85|792|4|10
248|249|4|4
298|237|5|3
276|139|4|5
23|257|3|4
52|657|5|17
201|1194|4|19
330|8|5|4
268|403|4|22
70|176|4|4
280|53|5|5
234|152|4|10
13|759|2|5
325|181|4|3
268|269|4|22
154|202|3|6
222|689|4|5
354|269|4|7
42|222|4|5
99|232|4|13
96|170|5|3
111|1024|3|2
87|300|3|5
328|349|2|9
13|190|4|5
347|227|4|22
117|258|4|22
229|286|4|2
329|591|2|1
345|508|4|7
291|396|4|22
320|1188|4|22
94|34|1|5
72|515|4|3
218|695|3|15
18|12|5|10
346|1110|1|9
218|762|4|15
178|58|5|9
334|302|5|19
303|49|2|5
145|1208|4|22
42|925|4|5
329|79|4|1
286|11|5|5
33|343|4|2
326|79|4|3
339|183|4|3
308|521|3|20
264|1225|3|15
130|672|5|22
114|183|5|3
276|229|3|5
11|383|2|7
256|202|3|22
273|311|4|2
116|661|4|12
13|137|5|5
332|82|5|22
6|479|5|6
91|689|5|3
79|137|4|8
308|265|3|20
10|651|4|3
295|1401|5|20
18|181|3|10
49|299|2|19
343|423|5|7
92|423|3|22
244|762|3|13
363|288|4|19
43|423|4|4
201|1425|3|19
84|31|4|21
59|1047|2|20
234|157|2|10
300|328|3|12
345|1082|2|7
191|269|3|2
268|114|5|22
147|269|4|2
71|222|3|6
76|59|4|19
232|462|4|3
102|248|3|9
205|326|4|2
200|25|4|5
311|431|4|20
197|195|5|9
356|937|2|2
303|1016|3|5
101|815|3|0
119|1259|3|21
264|56|5|15
210|447|5|3
276|63|3|5
308|178|4|20
64|181|4|4
303|1014|3|5
271|284|3|3
201|513|3|19
92|628|4|22
54|333|5|21
301|187|4|22
81|410|4|0
31|498|4|6
21|234|5|11
311|212|3|20
264|792|5|15
132|137|4|6
307|463|5|4
311|275|4|20
22|403|5|9
43|318|5|4
201|61|2|19
186|770|2|9
125|475|1|15
339|73|3|3
145|120|2|22
51|132|4|4
130|84|4|22
347|144|5|22
110|715|2|5
100|905|3|2
311|470|3|20
189|248|4|10
365|1017|4|21
44|227|4|4
201|1098|2|19
295|25|5|20
193|276|4|5
125|1093|1|15
10|711|4|3
276|272|5|5
43|1053|3|4
342|427|4|19
14|211|4|17
8|190|4|9
280|144|2|5
333|739|5|1
11|721|3|7
94|380|3|5
8|686|3|9
115|462|4|13
264|559|5|15
299|297|3|19
299|1021|3|19
268|483|5|22
95|202|4|20
24|25|4|13
159|546|4|0
174|312|5|14
368|379|4|11
293|943|2|20
186|550|4|9
250|582|4|4
185|638|4|1
234|566|2|10
221|257|4|13
187|659|5|7
313|187|4|3
116|199|4|12
109|9|3|5
174|412|1|14
7|208|5|5
371|97|5|3
296|255|2|6
280|82|2|5
271|275|4|3
110|791|2|5
59|926|1|20
217|576|1|9
145|665|5|22
334|204|4|19
42|568|4|5
200|143|5|5
89|387|5|7
311|588|4|20
235|269|4|10
287|156|5|13
344|204|4|4
43|289|4|4
99|11|5|13
145|159|4|22
200|82|5|5
269|316|4|19
13|517|5|5
184|208|4|7
327|144|4|19
218|517|3|15
6|487|5|6
279|792|3|22
268|161|3|22
85|124|5|10
75|472|4|0
18|483|4|10
234|291|3|10
196|238|4|15
318|750|4|7
2|281|3|17
295|102|4|20
276|81|4|5
194|1409|2|20
291|1078|4|22
145|896|2|22
160|762|3|6
290|216|4|4
174|1254|1|14
327|435|4|19
145|471|4|22
83|465|4|16
277|591|4|0
214|56|5|6
345|1315|3|7
330|44|5|4
328|1277|3|9
6|131|5|6
334|693|3|19
156|192|4|3
91|479|4|3
130|22|5|22
75|271|5|0
328|265|5|9
291|379|3|22
222|815|2|5
347|168|5|22
328|510|5|9
290|423|5|4
12|157|5|5
151|114|5|10
294|603|5|21
244|232|4|13
130|63|4|22
259|762|2|13
58|425|5|19
245|112|4|0
184|1232|3|7
122|727|4|7
144|129|4|13
305|357|5|19
16|96|5|9
1|175|5|4
7|618|4|5
16|546|4|9
80|45|4|3
173|294|5|2
104|1017|1|21
161|523|3|3
179|1316|3|2
12|71|4|5
59|141|4|20
339|636|4|3
321|485|4|10
201|204|4|19
59|516|4|20
56|118|4|5
191|332|2|2
65|318|5|7
249|993|3|13
145|229|3|22
262|336|3|5
235|52|4|10
116|604|3|12
49|476|1|19
286|325|1|5
221|588|3|13
197|344|4|9
198|23|4|4
207|28|4|13
345|251|5|7
145|760|2|22
316|1084|4|7
77|179|5|4
83|575|4|16
328|55|4|9
178|1035|4|9
346|33|5|9
89|26|3|7
334|1315|4|19
263|69|5|3
53|199|5|21
312|498|5|10
213|1|2|4
270|173|5|17
85|690|2|10
85|404|3|10
184|949|3|7
330|823|3|4
230|1050|3|4
184|255|3|7
312|132|5|10
322|179|5|6
32|118|3|0
184|1010|4|7
18|180|4|10
55|89|5|18
373|588|3|5
274|546|3|21
363|97|2|19
177|197|4|13
87|796|4|5
24|477|5|13
137|261|5|18
253|237|4|4
298|200|3|3
344|597|2|4
305|638|5|19
85|499|4|10
44|168|5|4
33|258|4|2
293|8|3|20
365|109|2|21
90|42|4|10
99|963|3|13
176|250|4|21
234|414|4|10
308|515|3|20
314|983|4|5
85|1168|3|10
137|50|5|18
130|1016|4|22
117|1057|2|22
225|64|4|10
109|117|5|5
85|199|5|10
15|924|3|21
179|269|3|2
154|333|3|6
170|333|4|2
49|202|3|19
62|183|4|4
343|1132|4|7
43|866|4|4
95|471|5|20
116|294|2|12
95|2|2|20
223|120|2|21
151|419|3|10
291|1098|4|22
303|79|5|5
15|289|3|21
308|443|3|20
43|316|5|4
334|77|3|19
26|864|2|0
130|779|4|22
138|514|5|3
234|237|3|10
297|79|3|4
335|324|1|2
334|620|2|19
276|597|3|5
69|689|3|13
297|864|3|4
153|64|5|1
184|699|5|7
58|568|4|19
178|480|3|9
348|288|5|0
62|173|5|4
307|428|4|4
222|946|2|5
117|240|3|22
10|705|4|3
94|1032|2|5
326|185|5|3
59|739|4|20
307|189|4|4
339|431|4|3
318|182|4|7
321|494|4|10
217|185|3|9
72|435|5|3
249|431|5|13
299|1141|4|19
13|888|2|5
151|972|4|10
235|705|5|10
160|4|4|6
12|15|5|5
62|78|2|4
314|42|5|5
89|151|5|7
230|582|4|4
120|9|4|0
316|614|2|7
331|454|3|6
40|271|2|2
345|172|4|7
55|1016|1|18
92|1213|2|22
73|28|3|6
373|694|5|5
373|707|4|5
336|405|3|15
325|484|5|3
8|301|4|9
141|237|4|0
141|1258|4|0
345|216|5|7
87|88|5|5
209|1105|2|17
7|587|4|5
290|98|4|4
16|692|4|9
175|176|3|3
185|197|5|1
328|331|4|9
244|20|4|13
181|1048|2|21
246|840|4|22
269|293|3|19
246|385|1|22
221|789|4|13
130|150|5|22
109|176|5|5
174|332|5|14
94|28|4|5
85|1098|4|10
48|522|2|3
237|98|4|3
293|23|4|20
313|494|3|3
178|70|4|9
293|322|2|20
6|528|4|6
236|15|5|3
38|393|5|16
276|737|4|5
143|328|4|2
276|854|4|5
90|693|3|10
18|960|4|10
251|222|4|18
7|172|4|5
44|106|2|4
85|382|4|10
184|13|3|7
286|20|4|5
56|219|5|5
345|403|3|7
45|1061|2|0
73|156|4|6
254|125|3|5
184|202|3|7
360|309|2|1
214|236|5|6
18|179|4|10
57|1094|2|21
363|616|3|19
200|29|4|5
148|228|4|4
63|323|1|17
270|66|4|17
6|28|2|6
291|834|3|22
314|143|5|5
82|520|3|3
346|218|3|9
103|222|3|18
189|657|5|10
154|182|5|6
13|384|2|5
291|1083|3|22
148|473|5|4
271|1091|4|3
264|219|5|15
154|50|5|6
370|56|2|10
27|298|4|0
268|395|2|22
82|480|4|3
94|118|3|5
342|1368|5|19
299|889|3|19
177|245|3|13
44|185|4|4
371|175|1|3
186|237|2|9
102|176|3|9
43|238|2|4
326|134|3|3
243|713|3|7
349|105|2|0
82|25|2|3
257|50|5|8
14|70|1|17
346|17|1|9
6|467|4|6
227|276|4|17
157|298|4|0
290|1336|3|4
189|847|4|10
86|889|5|2
249|333|4|13
42|211|4|5
152|790|5|14
328|1248|3|9
193|485|5|5
59|709|5|20
293|228|3|20
346|977|3|9
207|183|2|13
239|1020|3|10
301|77|3|22
248|183|5|4
288|12|4|3
303|451|5|5
255|436|4|11
210|202|5|3
363|102|4|19
299|479|4|19
92|834|1|22
323|327|4|13
374|1047|3|9
249|628|3|13
222|401|2|5
122|70|5|7
122|511|5|7
23|32|3|4
10|696|4|3
144|298|3|13
196|663|5|15
152|966|5|14
157|740|2|0
18|610|4|10
107|258|4|2
125|999|4|15
334|475|4|19
207|171|3|13
85|480|4|10
111|269|5|2
12|191|5|5
304|322|4|12
342|544|1|19
201|482|4|19
333|748|4|1
167|1126|5|10
303|1224|2|5
222|62|4|5
6|136|5|6
223|276|4|21
340|1133|5|20
70|546|2|4
244|764|5|13
355|310|4|2
230|185|4|4
295|210|4|20
308|98|3|20
210|49|3|3
130|1228|3|22
249|456|3|13
215|230|3|3
207|1118|3|13
136|313|2|8
276|117|4|5
216|824|3|13
269|50|3|19
293|466|3|20
275|142|2|9
136|1142|4|8
112|347|1|2
292|1014|3|6
77|176|4|4
314|941|3|5
181|829|1|21
200|33|4|5
291|551|2|22
301|152|3|22
291|237|4|22
334|716|3|19
216|218|4|13
358|482|2|19
13|243|3|5
100|289|3|2
119|12|3|21
268|558|3|22
94|273|4|5
200|205|4|5
333|98|4|1
256|161|5|22
265|409|3|0
268|108|3|22
320|3|4|22
90|178|5|10
347|609|4|22
286|405|3|5
136|223|4|8
344|537|4|4
244|22|4|13
350|1|4|3
299|127|5|19
221|129|5|13
328|403|3|9
181|21|1|21
254|174|5|5
158|566|3|9
262|419|3|5
243|1466|3|7
230|7|3|4
301|411|1|22
104|347|2|21
348|1|4|0
208|302|1|15
151|675|2|10
105|258|5|2
72|210|4|3
322|89|3|6
280|180|4|5
10|367|4|3
156|137|4|3
372|159|5|11
363|316|3|19
178|866|4|9
181|112|1|21
346|232|3|9
114|507|3|3
14|14|3|17
271|248|4|3
354|847|3|7
263|328|4|3
258|893|1|2
100|691|4|2
259|12|5|13
90|604|5|10
130|367|4|22
327|293|3|19
57|173|5|21
239|493|5|10
318|305|2|7
13|776|2|5
339|32|5|3
253|188|4|4
311|199|4|20
311|226|4|20
283|42|5|15
125|386|3|15
361|26|3|6
283|24|4|15
334|210|3|19
181|1390|1|21
336|202|1|15
254|222|4|5
276|544|3|5
89|83|4|7
268|265|3|22
311|748|4|20
270|17|2|17
344|196|4|4
58|480|3|19
328|31|4|9
234|221|2|10
60|633|4|10
2|13|4|17
321|180|4|10
131|1|4|8
307|91|4|4
264|709|5|15
181|1282|1|21
102|403|3|9
197|808|3|9
308|487|4|20
374|126|3|9
6|117|2|6
367|250|5|11
299|257|2|19
25|480|4|4
87|208|5|5
277|748|3|0
332|655|5|22
16|735|3|9
236|419|5|3
11|736|4|7
1|107|4|4
6|32|4|6
72|124|4|3
214|952|3|6
305|52|2|19
345|297|4|7
269|902|5|19
336|864|1|15
314|402|4|5
33|313|5|2
345|1017|2|7
346|392|3|9
123|50|3|6
161|286|2|3
330|204|5|4
234|781|2|10
181|148|2|21
262|238|4|5
233|492|5|3
200|294|4|5
213|135|5|4
130|596|4|22
346|167|2|9
142|362|3|4
325|135|5|3
83|28|4|16
90|521|4|10
13|530|5|5
314|765|3|5
361|275|4|6
334|436|3|19
314|147|4|5
363|906|2|19
92|183|4|22
247|272|4|17
230|51|4|4
44|755|3|4
98|209|2|15
326|674|3|3
303|96|5|5
92|318|2|22
12|196|5|5
94|64|5|5
327|288|4|19
288|317|4|3
373|724|5|5
337|106|2|18
179|301|4|2
267|7|5|4
241|332|3|2
87|182|4|5
311|679|4|20
58|20|1|19
276|77|3|5
194|450|1|20
236|51|5|3
44|9|5|4
354|480|4|7
303|62|2|5
134|300|3|12
92|692|4|22
338|604|4|10
224|86|3|7
341|880|5|2
194|218|4|20
94|1206|3|5
332|300|5|22
180|111|5|4
321|709|4|10
108|181|3|21
199|242|5|17
46|313|5|12
85|855|3|10
188|504|3|9
174|333|4|14
153|22|2|1
119|188|4|21
45|476|3|0
287|346|5|13
14|498|5|17
189|21|2|10
363|189|5|19
367|246|4|11
268|82|3|22
14|181|5|17
200|570|4|5
91|529|4|3
195|258|4|19
194|559|2|20
301|281|4|22
60|272|4|10
278|347|4|12
181|1370|1|21
344|477|3|4
44|209|5|4
38|225|5|16
18|276|5|10
91|82|5|3
336|395|2|15
305|156|4|19
102|810|2|9
181|1272|1|21
156|317|4|3
365|258|4|21
32|122|2|0
6|15|3|6
236|756|1|3
234|965|3|10
232|498|4|3
130|625|5|22
291|41|4|22
344|25|4|4
222|232|4|5
13|907|1|5
378|554|3|7
214|327|5|6
279|762|3|22
363|1007|5|19
297|135|4|4
13|232|3|5
13|861|3|5
87|79|5|5
195|61|3|19
158|11|4|9
13|48|5|5
189|121|2|10
344|663|5|4
14|922|4|17
181|840|1|21
181|1259|1|21
94|50|5|5
206|904|1|2
89|707|5|7
62|1128|2|4
288|340|5|3
329|515|4|1
354|882|4|7
291|101|4|22
153|127|3|1
285|168|4|12
303|153|5|5
13|505|3|5
246|675|4|22
93|476|4|0
268|129|2|22
325|1411|4|3
226|7|4|18
297|175|4|4
344|451|4|4
233|69|5|3
87|684|5|5
70|472|3|4
181|1378|1|21
260|300|3|2
200|45|3|5
246|720|1|22
92|527|3|22
330|50|5|4
82|103|2|3
299|496|3|19
28|218|3|11
64|83|3|4
262|1054|2|5
59|102|2|20
294|325|3|21
294|471|4|21
344|58|3|4
276|46|3|5
21|974|3|11
43|993|3|4
72|644|4|3
273|902|5|2
54|1016|4|21
276|265|4|5
328|162|4|9
90|813|4|10
161|127|3|3
305|245|1|19
69|9|4|13
273|900|3|2
95|14|5|20
177|289|2|13
334|922|4|19
64|420|3|4
119|562|4|21
23|419|3|4
154|480|5|6
271|25|3|3
276|231|3|5
60|671|4|10
279|464|4|22
42|12|4|5
320|576|3|22
279|226|4|22
378|63|3|7
347|465|3|22
15|508|2|21
328|370|3|9
204|292|5|12
378|367|3|7
295|485|4|20
255|763|5|11
67|121|4|0
328|443|4|9
57|237|4|21
20|405|3|4
243|28|4|7
94|1210|3|5
328|371|4|9
188|148|4|9
308|204|4|20
344|568|5|4
130|685|3|22
206|258|4|2
119|111|5|21
347|208|2|22
151|514|4|10
13|21|3|5
373|598|3|5
210|186|4|3
144|274|3|13
58|813|5|19
76|474|5|19
294|147|4|21
184|77|3|7
137|222|5|18
311|527|4|20
259|235|2|13
43|597|3|4
92|196|4|22
254|162|3|5
95|83|5|20
104|475|4|21
214|248|4|6
128|790|4|20
293|55|4|20
195|1013|3|19
11|135|4|7
178|178|4|9
270|156|5|17
269|1480|1|19
151|234|4|10
174|1001|1|14
151|428|5|10
276|164|4|5
130|333|5|22
332|288|5|22
189|143|5|10
43|847|5|4
188|13|4|9
172|485|3|10
262|44|2|5
135|802|2|11
304|275|4|12
308|393|4|20
342|1071|4|19
76|333|3|19
345|988|2|7
303|257|4|5
293|679|2|20
2|280|3|17
368|50|4|11
344|707|4|4
92|552|3|22
40|303|4|2
288|157|4|3
233|117|3|3
90|478|5|10
112|325|1|2
45|276|5|0
3|341|1|2
159|877|3|0
59|501|1|20
117|358|4|22
207|150|3|13
318|401|3|7
22|999|4|9
267|384|3|4
124|157|2|4
6|135|5|6
69|48|5|13
263|1444|3|3
82|1001|1|3
57|7|4|21
13|869|3|5
286|89|4|5
151|1297|1|10
262|270|3|5
218|410|3|15
372|219|5|11
