topic1|topic2|topic3|topic4|topic5|topic6|topic7|topic8|topic9|topic10|topic11|topic12|topic13|topic14|topic15|topic16|topic17|topic18|topic19|topic20|persona|user_id
0|4|0|0|0|0|0|0|2|0|0|0|0|3|0|0|0|0|0|0|17|315
0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|5|0|0|1|6|316
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|317
0|0|0|0|0|0|0|2|0|1|0|0|4|0|0|0|2|0|1|0|14|318
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|319
0|0|0|5|0|0|0|0|0|1|0|4|0|0|0|0|0|0|0|0|10|320
0|0|0|0|0|2|0|4|0|0|0|0|0|0|0|0|3|0|0|0|7|321
0|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|4|1|0|0|21|322
0|0|6|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|3|0|20|323
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|1|0|0|7|0|11|324
0|1|0|0|0|0|0|4|2|0|0|0|0|2|0|0|0|0|0|0|5|325
0|0|0|2|0|0|2|5|0|0|0|0|0|0|0|0|0|0|0|0|5|326
0|4|0|0|0|0|0|0|0|0|3|0|0|1|0|1|0|0|0|0|17|327
0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|12|328
0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|5|0|11|329
0|0|0|0|6|0|0|0|0|1|0|0|0|0|0|0|1|0|0|1|22|330
1|0|0|0|0|0|0|1|2|0|0|0|0|2|2|1|2|0|0|0|7|331
0|0|0|5|0|0|0|0|0|4|0|0|0|0|0|1|0|0|0|0|10|332
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|3|1|5|12|333
1|6|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|17|334
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|335
0|0|0|0|0|0|0|0|0|3|0|2|5|0|0|0|0|0|0|0|14|336
0|0|0|0|7|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|22|337
0|0|0|0|0|1|0|4|1|0|0|0|0|0|0|0|4|0|0|0|7|338
0|3|0|0|0|0|1|0|0|0|0|2|0|0|0|0|3|0|0|0|17|339
0|0|0|0|7|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|22|340
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|341
0|1|3|0|0|0|0|0|0|1|0|0|0|5|0|0|0|0|0|0|21|342
1|1|2|1|0|0|0|0|0|0|0|1|0|0|0|0|4|0|0|0|7|343
3|2|0|0|0|0|0|0|1|2|2|0|0|0|0|0|1|0|0|0|7|344
1|0|5|0|0|0|0|0|0|1|0|0|3|0|0|0|0|0|0|1|20|345
0|0|0|6|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|2|10|346
0|0|0|0|0|0|0|0|0|2|7|0|0|0|0|0|0|0|0|0|0|347
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|348
3|0|0|0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|0|0|9|349
0|0|0|0|0|0|0|3|7|0|0|0|0|0|0|0|0|0|0|0|3|350
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|351
0|0|0|2|0|0|0|0|6|0|2|0|0|0|0|0|0|0|0|0|3|352
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|353
3|4|0|0|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|0|17|354
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|355
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|356
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|9|357
0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|358
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|6|0|2|359
3|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|5|0|0|0|6|360
1|2|0|0|0|0|0|0|0|0|0|0|1|0|0|0|5|0|0|0|6|361
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|362
0|1|0|0|0|0|0|0|0|0|2|4|0|1|0|0|0|0|1|0|19|363
0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|1|364
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|8|0|11|365
0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|16|366
0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|1|0|0|0|0|16|367
0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|1|0|0|0|0|16|368
0|0|0|0|0|1|0|0|4|0|0|0|0|0|0|5|0|0|0|0|18|369
1|1|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|5|370
0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|2|0|0|3|0|371
0|0|0|0|0|0|7|0|0|0|0|0|0|0|0|3|0|0|0|0|16|372
0|1|0|0|4|0|0|0|0|0|0|0|2|0|0|0|3|0|0|0|4|373
0|0|1|5|0|0|0|0|0|3|0|0|0|0|0|0|0|0|0|1|10|374
0|0|0|5|0|0|4|0|0|0|0|0|0|0|0|1|0|0|0|0|10|375
1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|1|6|0|0|0|6|376
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|2|0|6|1|0|13|377
0|0|0|1|1|0|0|0|0|1|0|0|4|0|1|0|1|0|0|1|14|378
0|2|0|0|2|0|2|0|1|0|0|0|0|0|0|0|3|0|0|0|7|379
0|3|0|0|0|0|0|0|1|0|0|0|0|0|0|0|4|0|0|2|7|380
2|1|0|0|1|0|0|2|2|0|0|0|0|0|0|0|0|0|0|0|7|381
0|0|9|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|20|382
1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|6|383
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|384
0|1|0|0|0|0|0|1|0|0|0|0|0|8|0|0|0|0|0|0|21|385
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|386
0|0|1|0|0|0|2|0|1|0|1|1|0|2|0|0|0|0|0|0|7|387
0|0|0|0|0|0|3|0|0|2|0|0|0|0|0|2|0|0|2|0|18|388
0|0|0|0|0|0|0|7|0|0|0|0|2|0|0|0|0|0|0|0|5|389
3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|5|0|11|390
0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|7|0|0|1|6|391
0|0|1|0|0|0|0|3|1|0|0|0|0|0|0|1|0|0|3|0|5|392
0|0|0|0|3|0|0|0|0|1|0|2|2|0|0|0|0|0|1|0|4|393
0|0|0|3|2|0|0|0|0|0|3|1|0|0|0|0|0|0|0|0|4|394
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|1|1|5|12|395
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|1|0|0|1|0|9|396
0|0|0|0|0|0|0|1|7|0|0|0|0|1|0|1|0|0|0|0|3|397
0|0|0|0|2|0|0|7|0|0|0|0|0|0|0|0|1|0|0|0|5|398
0|0|0|1|4|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|19|399
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|400
0|0|0|0|0|0|0|2|0|2|0|0|0|0|0|0|3|0|0|2|7|401
1|0|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|3|402
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|403
0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|9|0|0|0|0|1|404
0|0|0|1|0|0|1|0|0|0|0|1|4|0|1|0|0|0|0|0|14|405
0|5|0|0|0|0|1|2|0|1|0|0|0|0|0|0|1|0|0|0|17|406
0|0|0|0|2|0|2|1|2|0|2|0|1|0|0|0|0|0|0|0|4|407
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|408
0|2|0|0|0|1|0|5|1|0|0|0|0|0|0|1|0|0|0|0|5|409
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|0|0|4|0|18|410
0|0|0|1|1|0|0|0|1|0|7|0|0|0|0|0|0|0|0|0|0|411
0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|3|412
2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|11|413
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|1|0|1|414
0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|5|0|0|3|415
0|0|0|0|0|0|0|0|0|1|0|1|5|0|0|0|0|0|2|1|14|416
0|0|0|0|1|0|0|0|1|0|0|6|1|0|0|0|0|0|0|0|19|417
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|418
2|0|0|0|0|0|0|4|4|0|0|0|0|0|0|0|0|0|0|0|5|419
6|0|0|0|0|1|0|0|0|0|0|0|0|3|0|1|0|0|0|0|8|420
0|0|0|0|0|0|2|0|7|0|0|0|0|0|0|0|0|0|0|0|3|421
0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|0|0|0|5|0|11|422
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|9|0|11|423
1|0|0|0|0|0|0|0|1|0|0|0|0|0|0|2|0|0|6|0|11|424
0|0|0|3|0|0|2|0|1|0|1|0|0|0|0|1|0|0|2|0|10|425
0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|5|426
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|427
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|2|0|1|428
0|1|1|0|1|0|0|1|0|0|0|4|0|0|0|0|1|0|0|0|19|429
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|13|430
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|431
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|2|0|9|432
2|0|0|0|0|0|0|0|3|0|0|0|0|0|0|3|1|0|1|0|18|433
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|434
0|0|0|0|1|0|1|0|0|0|2|5|0|0|0|0|0|0|0|0|19|435
0|0|0|1|0|0|0|0|0|0|0|3|6|0|0|0|0|0|0|0|14|436
0|3|0|0|0|0|0|0|0|0|0|0|2|0|0|0|3|0|0|0|17|437
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|9|438
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|8|0|11|439
0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|4|0|0|0|0|15|440
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|7|0|11|441
0|0|0|5|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|10|442
0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|9|0|0|0|0|1|443
2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|11|444
0|0|0|0|0|0|0|0|2|1|0|0|0|2|0|0|0|0|5|0|11|445
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|446
0|0|2|0|0|0|0|0|0|2|5|0|0|0|0|0|0|0|0|0|0|447
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|448
4|0|4|0|0|2|0|0|0|1|0|0|0|0|0|0|0|0|0|0|20|449
0|0|0|0|0|0|0|4|0|1|0|0|5|0|0|0|0|0|0|0|14|450
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|451
0|0|0|1|1|0|0|4|0|0|0|0|0|0|0|0|3|0|0|0|7|452
0|0|0|0|0|0|0|0|0|0|5|5|0|0|0|0|0|0|0|0|19|453
0|0|0|0|1|0|0|4|0|0|0|0|0|0|0|0|1|0|1|2|5|454
2|0|0|0|0|0|0|0|0|1|3|0|0|0|0|0|0|0|0|3|0|455
0|0|4|0|0|0|0|1|0|0|0|3|0|2|0|0|0|0|0|0|20|456
0|0|0|2|0|0|0|0|0|1|1|0|2|0|0|0|3|0|0|0|7|457
1|0|1|0|0|0|0|0|1|1|0|0|0|1|0|0|5|0|1|0|6|458
0|0|0|0|0|0|0|0|1|7|0|0|0|0|0|1|0|0|0|0|9|459
6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|8|460
0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|3|0|0|5|0|18|461
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|7|0|1|0|0|1|462
3|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|4|0|2|463
0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|3|0|0|5|0|18|464
0|0|0|0|0|0|0|1|8|0|0|0|0|0|0|0|0|0|0|0|3|465
0|0|0|6|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|10|466
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|467
1|0|5|0|0|0|0|0|0|0|3|0|0|0|0|0|1|0|0|0|20|468
0|0|0|0|0|1|0|9|0|0|0|0|0|0|0|0|0|0|0|0|5|469
2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|7|0|11|470
0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|22|471
0|0|0|0|6|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|22|472
8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|8|473
0|0|2|0|0|0|0|4|0|0|0|0|0|0|0|0|2|0|0|1|5|474
3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|3|0|0|18|475
0|1|0|0|0|0|0|0|0|0|1|0|7|0|0|1|0|0|0|0|14|476
0|0|0|0|0|0|0|0|0|5|0|0|5|0|0|0|0|0|0|0|14|477
0|0|0|0|0|0|0|0|0|1|3|0|3|3|0|0|0|0|0|0|14|478
0|0|0|0|0|0|0|2|1|0|5|0|0|0|0|0|0|0|0|1|0|479
0|0|0|0|0|2|0|0|7|0|0|0|0|0|0|0|0|1|0|0|3|480
0|0|0|0|0|0|0|5|0|0|1|0|0|0|0|0|4|0|0|0|5|481
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|6|0|18|482
3|0|0|0|3|0|0|0|0|1|3|0|0|0|0|0|0|0|0|0|4|483
0|0|0|2|5|0|0|0|0|1|2|0|0|0|0|0|0|0|0|1|4|484
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|485
2|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|7|0|11|486
0|0|0|0|1|0|0|0|0|1|3|4|0|0|0|0|0|0|0|1|19|487
0|0|0|0|0|0|0|4|1|0|2|0|0|0|0|1|1|0|0|3|5|488
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|1|489
1|0|0|0|0|0|0|0|0|2|0|0|0|1|0|0|0|0|7|0|11|490
5|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|21|491
0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|8|0|0|0|6|492
0|0|0|0|0|0|0|0|0|1|9|0|0|0|0|1|0|0|0|0|0|493
0|0|0|0|0|0|0|0|2|3|0|0|0|0|0|1|5|0|0|0|6|494
0|0|0|1|5|0|2|0|0|0|0|2|0|0|0|0|0|0|0|0|4|495
0|0|0|0|0|0|0|2|0|0|4|2|3|0|0|0|0|0|0|0|0|496
0|0|0|3|2|0|0|0|0|0|1|3|0|0|0|0|0|0|0|0|19|497
0|0|0|0|0|0|0|0|2|0|0|0|0|8|0|0|0|0|0|0|21|498
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0|2|0|6|499
0|0|8|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|20|500
0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|6|0|2|501
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|502
4|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|0|1|8|503
0|0|0|0|0|0|1|1|0|1|0|0|5|0|0|0|0|0|0|1|14|504
0|0|0|0|5|0|0|1|0|0|0|0|0|0|0|0|0|0|0|4|4|505
0|1|0|4|2|0|0|3|0|0|0|0|0|0|0|0|0|0|0|0|4|506
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|507
0|1|0|0|0|0|1|0|2|0|4|0|0|0|0|0|1|0|0|0|0|508
0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|8|0|0|0|0|1|509
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|510
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|511
0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|1|0|0|0|5|12|512
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|1|0|0|9|513
1|0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|3|0|0|0|0|514
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|2|0|1|515
0|0|0|0|0|1|0|0|5|0|0|0|0|0|0|0|3|0|2|0|3|516
0|0|0|0|1|0|0|0|0|7|0|0|0|0|0|2|0|0|0|0|9|517
1|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|9|518
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|2|0|1|519
0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|3|0|0|5|0|18|520
0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|521
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|6|522
2|4|0|0|0|1|0|0|0|1|0|0|2|0|0|0|0|0|0|0|17|523
0|2|1|2|0|0|0|4|0|0|0|0|0|0|1|0|1|0|0|0|5|524
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|1|0|9|525
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|526
0|1|0|0|0|0|0|0|3|0|0|0|0|1|0|0|5|0|0|0|6|527
0|0|0|0|0|0|0|1|2|0|5|0|0|0|0|0|1|0|0|0|0|528
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|529
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|12|530
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0|0|3|0|18|531
0|0|0|1|1|0|0|0|0|0|0|2|3|0|0|0|0|0|2|1|14|532
1|0|0|0|1|0|0|0|0|2|0|0|0|0|0|0|3|0|0|2|7|533
0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|0|0|2|0|9|534
0|5|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|0|0|0|17|535
0|0|0|0|6|0|0|1|1|0|0|0|0|0|0|0|1|0|0|0|22|536
1|2|0|0|0|0|0|2|0|0|0|0|0|1|2|0|1|0|0|0|7|537
0|0|0|0|0|0|0|0|1|0|3|0|0|0|0|0|2|0|0|5|12|538
0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|0|4|0|0|0|15|539
0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|5|0|2|540
0|0|0|0|9|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|22|541
0|0|1|0|0|0|0|0|0|0|5|1|2|0|0|0|1|0|0|0|0|542
0|1|2|3|0|1|0|0|0|0|0|0|0|0|0|0|4|0|0|0|7|543
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|544
0|0|0|1|7|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|22|545
0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|9|0|0|13|546
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|547
0|0|0|1|0|0|2|0|0|2|0|0|0|0|0|0|0|0|5|0|2|548
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|549
0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|8|0|11|550
0|0|0|0|0|0|0|0|0|1|0|7|0|0|0|0|0|0|0|2|19|551
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|0|0|0|1|0|9|552
0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|5|553
0|0|0|1|2|0|0|0|0|3|1|0|0|0|0|0|0|0|0|4|12|554
0|0|0|0|0|0|0|0|2|4|0|0|0|1|0|0|0|0|3|0|2|555
0|0|0|0|0|0|0|3|1|0|0|0|0|0|0|2|3|0|0|0|7|556
0|0|1|0|0|1|0|0|1|0|0|0|0|0|0|4|0|0|3|0|18|557
10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|558
0|0|0|2|0|0|0|0|0|0|0|0|0|0|0|1|6|0|0|0|6|559
0|0|0|0|0|0|0|0|1|2|0|0|0|4|0|0|0|0|2|0|21|560
0|5|0|0|0|0|0|1|0|0|1|2|0|0|0|0|1|0|0|0|17|561
0|0|0|0|3|0|1|0|0|0|0|0|0|0|0|0|3|0|0|3|4|562
0|0|0|1|2|0|0|0|0|4|0|0|2|0|0|1|0|0|0|0|4|563
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|7|0|11|564
0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|565
0|0|0|1|1|1|0|0|0|0|2|1|0|0|0|0|3|0|0|1|7|566
0|0|0|0|0|0|0|5|0|0|0|0|0|4|0|0|0|0|0|0|5|567
1|0|0|0|0|2|0|8|0|0|0|0|0|0|0|0|0|0|0|0|5|568
1|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|3|0|2|569
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|570
0|0|0|0|0|2|0|1|7|0|0|0|0|0|0|0|0|0|0|0|3|571
6|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|8|572
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|9|0|0|0|6|573
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|0|0|0|0|1|574
0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|1|3|0|0|3|575
2|0|0|0|0|0|0|0|0|6|0|0|0|0|0|0|1|1|0|0|9|576
0|0|0|3|3|0|0|0|0|1|0|0|2|0|0|0|0|0|0|1|4|577
0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|9|0|11|578
0|3|0|0|0|0|0|0|2|0|2|0|1|0|0|1|1|0|0|0|17|579
0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|1|0|0|3|0|2|580
6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|8|581
0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|0|0|0|6|0|2|582
0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|7|0|0|0|6|583
0|0|0|0|1|0|0|0|0|0|9|0|0|0|0|0|0|0|0|0|0|584
0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|585
0|0|0|7|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|10|586
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|587
0|0|0|0|3|0|0|0|0|0|0|0|6|0|0|0|0|0|0|0|14|588
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|589
6|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|0|8|590
1|7|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|0|0|17|591
0|0|7|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|1|0|20|592
0|0|0|0|0|0|0|0|0|2|0|0|4|0|0|0|0|0|0|3|14|593
5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|8|594
0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|5|0|2|595
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|596
0|0|0|0|0|0|0|0|0|5|0|0|0|0|0|0|0|0|5|0|2|597
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|598
0|0|0|0|0|0|0|0|0|9|0|0|0|0|0|1|0|0|0|0|9|599
0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|600
0|0|0|0|3|0|1|0|2|1|3|0|0|0|0|0|0|0|0|0|4|601
0|0|0|0|0|0|0|0|0|6|0|0|0|0|0|4|0|0|1|0|9|602
0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|603
0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|16|604
1|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|2|6|12|605
0|0|0|0|0|0|0|0|0|2|7|0|0|0|0|0|0|0|0|0|0|606
3|0|0|0|0|2|0|2|0|0|0|0|0|0|0|0|2|0|0|0|7|607
1|0|0|0|0|0|0|1|0|0|0|0|0|2|0|0|4|0|0|1|7|608
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|11|609
0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|9|12|610
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|611
0|0|0|0|0|0|0|1|0|8|0|0|0|0|0|0|0|1|0|0|9|612
0|0|0|1|0|0|0|0|0|1|0|0|0|0|0|0|6|2|0|0|6|613
0|0|0|0|0|0|0|0|0|10|0|0|0|0|0|0|0|0|0|0|9|614
0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|7|0|0|0|6|615
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|616
0|0|0|0|0|0|7|1|0|0|0|0|0|1|0|0|0|0|0|0|16|617
0|0|0|0|1|0|0|0|0|0|2|0|3|0|0|0|1|0|0|2|14|618
0|0|0|8|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|10|619
0|0|0|0|7|0|1|0|0|1|0|0|0|0|0|0|0|0|1|0|22|620
0|0|0|1|4|0|0|0|0|0|1|4|0|0|0|0|0|0|1|0|19|621
0|0|0|1|2|1|0|0|2|0|0|3|0|0|0|0|0|0|0|0|19|622
0|0|0|0|0|0|0|2|0|1|0|0|0|0|0|0|3|0|0|3|7|623
0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|0|0|0|7|0|11|624
0|2|0|0|0|0|0|0|4|0|3|0|0|0|0|0|1|0|0|0|3|625
0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|9|0|0|0|0|1|626
0|0|0|5|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|3|10|627
0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|0|0|1|628
0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|2|5|0|0|1|6|629
0|0|0|0|0|0|0|0|0|8|2|0|0|0|0|0|0|0|0|0|9|630
